FrameID	Timestamp(s)	Delta(ms)	LocalDelta(ms)	Irregular?
310146	1292.275000	4.166667	5.688859	
310147	1292.279167	4.166667	3.674408	
310148	1292.283333	4.166667	3.517295	
310149	1292.287500	4.166667	2.845022	
310150	1292.291667	4.166667	3.274913	
310151	1292.295833	4.166667	3.969687	
310152	1292.300000	4.166667	4.403921	
310153	1292.304167	4.166667	4.810917	
310154	1292.308333	4.166667	3.148590	
310155	1292.312500	4.166667	3.979556	
310156	1292.316667	4.166667	3.762834	
310157	1292.320833	4.166667	3.775072	
310158	1292.325000	4.166667	4.126406	
310160	1292.333333	8.333333	7.672913	1
310161	1292.337500	4.166667	4.381815	
310162	1292.341667	4.166667	3.956266	
