FrameID	Timestamp(s)	Delta(ms)	LocalDelta(ms)	Irregular?
311354	1297.308333	4.166667	4.386157	
311355	1297.312500	4.166667	3.779809	
311356	1297.316667	4.166667	4.161540	
311357	1297.320833	4.166667	3.946791	
311358	1297.325000	4.166667	4.859077	
311359	1297.329167	4.166667	3.533874	
311360	1297.333333	4.166667	4.011137	
311361	1297.337500	4.166667	4.426028	
311362	1297.341667	4.166667	4.715780	
311363	1297.345833	4.166667	3.972056	
311364	1297.350000	4.166667	3.812574	
311365	1297.354167	4.166667	4.003637	
311366	1297.358333	4.166667	6.609040	
311367	1297.362500	4.166667	1.945763	
311368	1297.366667	4.166667	3.902973	
311369	1297.370833	4.166667	4.121669	
311370	1297.375000	4.166667	5.846762	
311371	1297.379167	4.166667	3.146222	
311372	1297.383333	4.166667	4.178120	
311373	1297.387500	4.166667	3.585982	
311374	1297.391667	4.166667	5.860184	
311375	1297.395833	4.166667	3.077139	
311376	1297.400000	4.166667	4.070351	
311377	1297.404167	4.166667	3.690988	
311378	1297.408333	4.166667	6.066248	
311379	1297.412500	4.166667	2.843048	
311380	1297.416667	4.166667	3.968898	
311381	1297.420833	4.166667	3.690593	
311382	1297.425000	4.166667	6.030325	
311383	1297.429167	4.166667	3.058586	
311384	1297.433333	4.166667	3.929027	
311385	1297.437500	4.166667	3.643617	
311386	1297.441667	4.166667	5.522271	
311387	1297.445833	4.166667	3.582430	
311388	1297.450000	4.166667	3.995347	
311389	1297.454167	4.166667	3.760071	
311390	1297.458333	4.166667	4.880394	
311391	1297.462500	4.166667	4.083772	
311392	1297.466667	4.166667	4.292599	
311393	1297.470833	4.166667	3.332943	
311394	1297.475000	4.166667	6.514693	
311395	1297.479167	4.166667	2.567112	
311396	1297.483333	4.166667	4.786047	
311397	1297.487500	4.166667	3.345575	
311398	1297.491667	4.166667	4.934476	
311399	1297.495833	4.166667	3.424921	
311400	1297.500000	4.166667	3.533480	
311401	1297.504167	4.166667	4.607222	
311402	1297.508333	4.166667	4.312732	
311403	1297.512500	4.166667	3.758097	
311404	1297.516667	4.166667	4.009558	
311405	1297.520833	4.166667	4.109826	
311406	1297.525000	4.166667	5.148830	
311407	1297.529167	4.166667	3.820864	
311408	1297.533333	4.166667	4.595379	
311409	1297.537500	4.166667	3.703226	
311410	1297.541667	4.166667	4.453266	
311411	1297.545833	4.166667	3.698489	
311412	1297.550000	4.166667	3.984688	
311413	1297.554167	4.166667	4.483268	
311414	1297.558333	4.166667	4.411816	
311415	1297.562500	4.166667	3.803494	
311416	1297.566667	4.166667	4.689331	
311417	1297.570833	4.166667	3.625064	
311418	1297.575000	4.166667	4.681436	
311419	1297.579167	4.166667	3.389393	
311420	1297.583333	4.166667	3.976793	
311421	1297.587500	4.166667	4.703543	
311422	1297.591667	4.166667	4.439055	
311423	1297.595833	4.166667	3.955871	
311424	1297.600000	4.166667	3.783361	
311425	1297.604167	4.166667	4.026927	
311426	1297.608333	4.166667	5.258178	
311427	1297.612500	4.166667	3.120957	
311428	1297.616667	4.166667	4.698806	
311429	1297.620833	4.166667	3.816521	
311430	1297.625000	4.166667	5.922950	
311431	1297.629167	4.166667	2.283281	
311432	1297.633333	4.166667	4.032849	
311433	1297.637500	4.166667	4.223517	
311434	1297.641667	4.166667	5.725177	
311435	1297.645833	4.166667	3.129247	
311436	1297.650000	4.166667	3.973240	
311437	1297.654167	4.166667	3.737570	
311438	1297.658333	4.166667	5.287390	
311439	1297.662500	4.166667	3.647170	
311440	1297.666667	4.166667	4.127985	
311441	1297.670833	4.166667	3.814942	
311442	1297.675000	4.166667	4.842497	
311443	1297.679167	4.166667	3.924685	
311444	1297.683333	4.166667	4.391289	
311445	1297.687500	4.166667	3.349522	
311446	1297.691667	4.166667	6.212703	
311447	1297.695833	4.166667	2.748701	
311448	1297.700000	4.166667	4.399184	
311449	1297.704167	4.166667	3.822048	
311450	1297.708333	4.166667	4.861841	
311451	1297.712500	4.166667	5.885054	
311452	1297.716667	4.166667	21.564450	
311453	1297.720833	4.166667	14.610392	
311454	1297.725000	4.166667	16.898804	
311455	1297.729167	4.166667	11.935511	
311456	1297.733333	4.166667	3.751386	
311457	1297.737500	4.166667	18.322302	
311458	1297.741667	4.166667	15.037915	
311459	1297.745833	4.166667	14.158788	
311460	1297.750000	4.166667	3.415052	
311461	1297.754167	4.166667	15.419646	
311462	1297.758333	4.166667	8.464798	
311463	1297.762500	4.166667	2.940158	
311464	1297.766667	4.166667	9.431165	
311465	1297.770833	4.166667	2.278938	
311466	1297.775000	4.166667	3.561902	
311467	1297.779167	4.166667	3.608484	
311468	1297.783333	4.166667	2.276965	
311469	1297.787500	4.166667	4.373920	
311470	1297.791667	4.166667	1.687986	
311471	1297.795833	4.166667	17.104868	
311472	1297.800000	4.166667	5.305549	
311473	1297.804167	4.166667	2.258016	
311474	1297.808333	4.166667	1.996686	
311475	1297.812500	4.166667	2.103271	
311476	1297.816667	4.166667	1.667063	
311477	1297.820833	4.166667	1.878259	
311478	1297.825000	4.166667	3.974819	
311479	1297.829167	4.166667	4.656961	
311480	1297.833333	4.166667	2.717909	
311481	1297.837500	4.166667	2.314072	
311482	1297.841667	4.166667	17.194083	
311483	1297.845833	4.166667	10.916245	
311484	1297.850000	4.166667	4.330101	
311485	1297.854167	4.166667	17.184214	
311486	1297.858333	4.166667	11.124678	
311487	1297.862500	4.166667	2.923578	
311488	1297.866667	4.166667	3.019505	
311489	1297.870833	4.166667	16.752349	
311490	1297.875000	4.166667	13.868641	
311491	1297.879167	4.166667	1.587322	
311492	1297.883333	4.166667	0.981763	
311493	1297.887500	4.166667	0.860178	
311494	1297.891667	4.166667	0.938340	
311495	1297.895833	4.166667	1.016897	
311496	1297.900000	4.166667	2.303413	
311497	1297.904167	4.166667	4.061271	
311498	1297.908333	4.166667	2.121035	
311499	1297.912500	4.166667	1.027161	
311500	1297.916667	4.166667	1.407313	
311501	1297.920833	4.166667	1.649299	
311502	1297.925000	4.166667	1.272305	
311503	1297.929167	4.166667	0.860178	
311504	1297.933333	4.166667	1.041767	
311505	1297.937500	4.166667	9.064040	
311506	1297.941667	4.166667	10.161468	
311507	1297.945833	4.166667	10.857032	
311508	1297.950000	4.166667	0.921760	
311509	1297.954167	4.166667	1.118744	
311510	1297.958333	4.166667	1.416392	
311511	1297.962500	4.166667	0.873600	
311512	1297.966667	4.166667	0.817544	
311513	1297.970833	4.166667	2.839890	
311514	1297.975000	4.166667	1.877864	
311515	1297.979167	4.166667	2.333020	
311516	1297.983333	4.166667	1.504818	
311517	1297.987500	4.166667	1.603113	
311518	1297.991667	4.166667	2.041294	
311519	1297.995833	4.166667	3.246491	
311520	1298.000000	4.166667	13.485726	
311521	1298.004167	4.166667	1.581796	
311522	1298.008333	4.166667	2.188539	
311523	1298.012500	4.166667	3.047927	
311524	1298.016667	4.166667	29.557117	
311525	1298.020833	4.166667	8.933375	
311526	1298.025000	4.166667	1.673774	
311527	1298.029167	4.166667	4.415369	
311528	1298.033333	4.166667	18.489679	
311529	1298.037500	4.166667	15.189502	
311530	1298.041667	4.166667	22.215406	
311531	1298.045833	4.166667	21.777225	
311532	1298.050000	4.166667	1.474816	
311533	1298.054167	4.166667	14.037598	
311534	1298.058333	4.166667	4.346287	
311535	1298.062500	4.166667	12.837533	
311536	1298.066667	4.166667	2.571454	
311537	1298.070833	4.166667	2.160906	
311538	1298.075000	4.166667	0.847151	
311539	1298.079167	4.166667	3.579666	
311540	1298.083333	4.166667	14.761584	
311541	1298.087500	4.166667	16.800509	
311542	1298.091667	4.166667	15.683739	
311543	1298.095833	4.166667	15.588602	
311544	1298.100000	4.166667	2.515793	
311545	1298.104167	4.166667	17.931097	
311546	1298.108333	4.166667	13.867852	
311547	1298.112500	4.166667	9.664073	
311548	1298.116667	4.166667	13.606916	
311549	1298.120833	4.166667	3.875340	
311550	1298.125000	4.166667	10.438193	
311551	1298.129167	4.166667	15.708214	
311552	1298.133333	4.166667	19.310776	
311553	1298.137500	4.166667	18.831540	
311554	1298.141667	4.166667	7.315657	
311556	1298.150000	8.333333	2.066164	1
311557	1298.154167	4.166667	18.880885	
311558	1298.158333	4.166667	16.236005	
311559	1298.162500	4.166667	2.355522	
311560	1298.166667	4.166667	3.346364	
311561	1298.170833	4.166667	1.371784	
311562	1298.175000	4.166667	11.762212	
311563	1298.179167	4.166667	3.495978	
311564	1298.183333	4.166667	0.878337	
311565	1298.187500	4.166667	1.228092	
311566	1298.191667	4.166667	1.991949	
311567	1298.195833	4.166667	1.289280	
311568	1298.200000	4.166667	18.734035	
311569	1298.204167	4.166667	4.585510	
311570	1298.208333	4.166667	19.203797	
311571	1298.212500	4.166667	16.853012	
311572	1298.216667	4.166667	12.853718	
311573	1298.220833	4.166667	7.928716	
311574	1298.225000	4.166667	8.358213	
311575	1298.229167	4.166667	11.899588	
311576	1298.233333	4.166667	2.720673	
311577	1298.237500	4.166667	18.558367	
311578	1298.241667	4.166667	17.102105	
311579	1298.245833	4.166667	17.830038	
311580	1298.250000	4.166667	7.528037	
311581	1298.254167	4.166667	14.475384	
311582	1298.258333	4.166667	9.785658	
311583	1298.262500	4.166667	13.590337	
311584	1298.266667	4.166667	12.415537	
311585	1298.270833	4.166667	15.738610	
311586	1298.275000	4.166667	17.227638	
311587	1298.279167	4.166667	1.545873	
311588	1298.283333	4.166667	20.006340	
311589	1298.287500	4.166667	16.853802	
311590	1298.291667	4.166667	15.287402	
311591	1298.295833	4.166667	2.449474	
311592	1298.300000	4.166667	2.139589	
311593	1298.304167	4.166667	23.428892	
311594	1298.308333	4.166667	9.266551	
311595	1298.312500	4.166667	8.476640	
311596	1298.316667	4.166667	8.763630	
311597	1298.320833	4.166667	16.369828	
311598	1298.325000	4.166667	4.854340	
311599	1298.329167	4.166667	10.113702	
311600	1298.333333	4.166667	8.416242	
311601	1298.337500	4.166667	2.573428	
311602	1298.341667	4.166667	1.051636	
311603	1298.345833	4.166667	1.607060	
311604	1298.350000	4.166667	1.586533	
311605	1298.354167	4.166667	18.771931	
311606	1298.358333	4.166667	13.867457	
311607	1298.362500	4.166667	19.796329	
311608	1298.366667	4.166667	13.410722	
311609	1298.370833	4.166667	19.427624	
311610	1298.375000	4.166667	13.218869	
311611	1298.379167	4.166667	14.550388	
311612	1298.383333	4.166667	18.839830	
311613	1298.387500	4.166667	3.572955	
311614	1298.391667	4.166667	3.254386	
311615	1298.395833	4.166667	2.836337	
311616	1298.400000	4.166667	1.434156	
311617	1298.404167	4.166667	2.270254	
311618	1298.408333	4.166667	2.211435	
311619	1298.412500	4.166667	2.122219	
311620	1298.416667	4.166667	2.117088	
311621	1298.420833	4.166667	13.968910	
311622	1298.425000	4.166667	2.598692	
311623	1298.429167	4.166667	17.260403	
311624	1298.433333	4.166667	13.381115	
311625	1298.437500	4.166667	12.352770	
311626	1298.441667	4.166667	1.973396	
311627	1298.445833	4.166667	2.406051	
311628	1298.450000	4.166667	16.042179	
311629	1298.454167	4.166667	18.350724	
311630	1298.458333	4.166667	2.691066	
311631	1298.462500	4.166667	16.660765	
311632	1298.466667	4.166667	15.378591	
311633	1298.470833	4.166667	2.636195	
311634	1298.475000	4.166667	23.704828	
311635	1298.479167	4.166667	18.172689	
311636	1298.483333	4.166667	17.183030	
311637	1298.487500	4.166667	17.806748	
311638	1298.491667	4.166667	3.988636	
311639	1298.495833	4.166667	15.935594	
311640	1298.500000	4.166667	1.420734	
311641	1298.504167	4.166667	22.617270	
311642	1298.508333	4.166667	1.970632	
311643	1298.512500	4.166667	8.705600	
311644	1298.516667	4.166667	1.523371	
311645	1298.520833	4.166667	3.147406	
311646	1298.525000	4.166667	1.492975	
311647	1298.529167	4.166667	0.904391	
311648	1298.533333	4.166667	0.989659	
311649	1298.537500	4.166667	1.134929	
311650	1298.541667	4.166667	1.067426	
311651	1298.545833	4.166667	4.979479	
311652	1298.550000	4.166667	12.997805	
311653	1298.554167	4.166667	7.291182	
311654	1298.558333	4.166667	11.526147	
311655	1298.562500	4.166667	11.366270	
311656	1298.566667	4.166667	3.112668	
311657	1298.570833	4.166667	12.616468	
311658	1298.575000	4.166667	24.960159	
311659	1298.579167	4.166667	15.565706	
311660	1298.583333	4.166667	6.919714	
311661	1298.587500	4.166667	21.397862	
311662	1298.591667	4.166667	8.235838	
311663	1298.595833	4.166667	14.083389	
311664	1298.600000	4.166667	2.911341	
311665	1298.604167	4.166667	8.703232	
311666	1298.608333	4.166667	1.198091	
311667	1298.612500	4.166667	2.915288	
311668	1298.616667	4.166667	15.593734	
311669	1298.620833	4.166667	15.458727	
311670	1298.625000	4.166667	7.156175	
311671	1298.629167	4.166667	11.633126	
311672	1298.633333	4.166667	10.995592	
311673	1298.637500	4.166667	2.887655	
311674	1298.641667	4.166667	11.723920	
311675	1298.645833	4.166667	3.079508	
311676	1298.650000	4.166667	7.706467	
311677	1298.654167	4.166667	11.206393	
311678	1298.658333	4.166667	3.842180	
311679	1298.662500	4.166667	13.027412	
311680	1298.666667	4.166667	11.248237	
311681	1298.670833	4.166667	4.535770	
311682	1298.675000	4.166667	14.596180	
311683	1298.679167	4.166667	35.061229	
311684	1298.683333	4.166667	23.831940	
311685	1298.687500	4.166667	20.934021	
311686	1298.691667	4.166667	7.333026	
311687	1298.695833	4.166667	15.562548	
311688	1298.700000	4.166667	14.552757	
311689	1298.704167	4.166667	1.782333	
311690	1298.708333	4.166667	16.247848	
311691	1298.712500	4.166667	1.048477	
311692	1298.716667	4.166667	1.114402	
311693	1298.720833	4.166667	0.883863	
311694	1298.725000	4.166667	1.109665	
311695	1298.729167	4.166667	6.845500	
311696	1298.733333	4.166667	15.010281	
311697	1298.737500	4.166667	5.377395	
311698	1298.741667	4.166667	27.572273	
